Adım	Kırmızı	Sarı	Skor
8	0	0	0
8	0	0	0
72	0	0	0
88	0	0	0
128	0	0	0
184	0	0	0
240	1	0	1
304	0	0	0
320	0	0	0
368	0	0	0
440	0	0	0
448	0	0	0
456	0	0	0
472	0	0	0
472	0	0	0
480	0	0	0
520	0	0	0
592	0	0	0
632	0	0	0
688	0	0	0
696	0	0	0
784	0	0	0
840	0	0	0
904	0	0	0
936	0	0	0
1008	0	0	0
1016	0	0	0
1016	0	0	0
1040	0	0	0
1056	0	0	0
1072	0	0	0
1080	0	0	0
1104	0	0	0
1112	0	0	0
1112	0	0	0
1160	0	0	0
1184	1	0	1
1256	0	0	0
1264	1	0	1
1264	0	0	0
1296	0	0	0
1368	0	0	0
1416	0	0	0
1424	0	0	0
1472	1	0	1
1496	0	0	0
1496	0	0	0
1528	0	0	0
1536	0	0	0
1600	0	0	0
1608	0	0	0
1704	0	0	0
1712	0	0	0
1824	0	0	0
1824	0	1	1
1840	0	0	0
1936	0	0	0
1976	0	0	0
2024	0	0	0
2024	0	0	0
2032	0	0	0
2048	0	0	0
2048	0	0	0
2080	0	0	0
2088	0	0	0
2112	0	0	0
2184	0	0	0
2200	0	0	0
2216	0	0	0
2224	0	0	0
2232	0	0	0
2248	0	0	0
2288	0	0	0
2352	0	0	0
2440	0	0	0
2496	0	0	0
2512	0	0	0
2520	0	0	0
2544	0	0	0
2552	0	0	0
2560	1	0	1
2584	0	0	0
2656	0	0	0
2656	0	0	0
2664	0	0	0
2704	0	0	0
2720	0	0	0
2728	0	0	0
2760	0	0	0
2792	0	0	0
2792	0	0	0
2840	1	0	1
2840	0	0	0
2856	0	0	0
2872	0	0	0
2920	0	0	0
2928	0	0	0
2976	0	0	0
2984	0	0	0
3000	0	0	0
3000	0	0	0
3024	0	0	0
3040	0	0	0
3112	0	0	0
3128	0	0	0
3192	1	0	1
3216	0	0	0
3224	1	0	1
3224	0	0	0
3232	0	0	0
3240	1	0	1
3240	0	0	0
3280	0	0	0
3288	0	0	0
3360	1	0	1
3384	0	0	0
3432	0	0	0
3544	0	0	0
3592	0	0	0
3624	0	0	0
3672	0	0	0
3864	1	0	1
3896	0	0	0
4032	1	0	1
4080	0	0	0
4120	0	0	0
4152	0	0	0
4160	0	0	0
4168	0	0	0
4256	0	0	0
4264	0	0	0
4264	0	0	0
4344	0	0	0
4384	0	0	0
4408	0	0	0
4416	0	0	0
4496	0	0	0
4552	0	0	0
4592	0	0	0
4632	0	0	0
4656	0	0	0
4656	0	0	0
4656	1	0	1
4664	1	0	1
4680	0	0	0
4696	0	0	0
4752	0	0	0
4760	0	0	0
4792	0	0	0
4824	0	0	0
4888	0	0	0
4912	0	0	0
4920	0	0	0
4984	1	0	1
5000	0	0	0
5056	0	0	0
5064	0	0	0
5144	0	0	0
5168	0	0	0
5192	0	0	0
5336	0	0	0
5392	0	0	0
5424	0	0	0
5488	0	0	0
5520	0	0	0
5536	0	0	0
5576	0	0	0
5600	0	0	0
5608	0	0	0
5648	0	0	0
5656	0	0	0
5672	0	0	0
5736	0	1	1
5752	0	0	0
5768	0	0	0
5768	0	0	0
5832	0	0	0
5840	0	0	0
5912	0	0	0
5936	0	0	0
5976	0	0	0
5984	0	0	0
6016	0	0	0
6048	0	0	0
6096	0	0	0
6104	0	0	0
6192	0	0	0
6240	0	0	0
6280	1	0	1
6280	0	0	0
6336	0	0	0
6344	0	0	0
6472	0	0	0
6512	0	0	0
6528	0	0	0
6560	0	0	0
6584	0	0	0
6592	1	0	1
6632	0	0	0
6640	0	0	0
6664	0	0	0
6672	0	0	0
6704	0	0	0
6712	0	0	0
6736	0	0	0
6784	1	0	1
6848	0	0	0
6856	0	0	0
6944	0	0	0
6968	0	0	0
6984	0	0	0
6992	0	0	0
7008	0	0	0
7024	1	0	1
7040	0	0	0
7080	0	0	0
7144	0	0	0
7176	0	0	0
7224	0	0	0
7232	0	0	0
7232	0	0	0
7320	0	0	0
7344	0	0	0
7392	0	0	0
7392	0	0	0
7448	1	0	1
7504	0	0	0
7528	1	0	1
7552	0	0	0
7552	0	0	0
7568	0	0	0
7584	0	0	0
7616	0	0	0
7640	0	1	1
7672	0	0	0
7736	0	0	0
7752	0	0	0
7816	0	0	0
7816	0	0	0
7856	0	0	0
7952	0	0	0
7968	0	0	0
7984	0	0	0
8016	0	0	0
8016	0	0	0
8040	0	0	0
8080	0	0	0
8136	0	0	0
8168	0	0	0
8200	0	0	0
8304	0	0	0
8368	0	0	0
8368	0	0	0
8392	0	0	0
8424	0	0	0
8440	0	0	0
8448	0	0	0
8488	0	0	0
8552	0	0	0
8568	0	0	0
8592	0	0	0
8672	0	0	0
8680	0	0	0
8696	0	0	0
8736	1	0	1
8792	0	0	0
8864	0	0	0
8872	0	0	0
8888	0	0	0
8960	0	0	0
9016	0	0	0
9048	0	0	0
9176	0	0	0
9248	0	0	0
9272	0	0	0
9328	0	0	0
9416	0	0	0
9424	1	0	1
9472	0	0	0
9552	0	0	0
9568	0	0	0
9680	0	0	0
9696	0	0	0
9704	0	0	0
9720	0	0	0
9832	0	0	0
9872	0	0	0
9904	0	0	0
9936	0	0	0
9960	0	0	0
9960	0	0	0
9976	0	0	0
10000	0	0	0
10048	0	0	0
10064	0	0	0
10144	0	0	0
10208	0	0	0
10328	0	0	0
10336	0	0	0
10352	0	0	0
10392	0	1	1
10408	0	0	0
10432	0	0	0
10472	0	0	0
10504	0	0	0
10504	0	0	0
10632	1	0	1
10648	0	0	0
10656	0	0	0
10712	0	0	0
10752	0	0	0
10760	0	0	0
10824	1	0	1
10928	0	0	0
10960	0	0	0
11008	0	0	0
11056	1	0	1
11080	0	0	0
11128	1	0	1
11168	0	0	0
11184	0	0	0
11192	0	0	0
11232	0	0	0
11296	1	0	1
11296	0	0	0
11320	0	0	0
11352	0	0	0
11360	0	0	0
11368	0	1	1
11368	0	0	0
11384	0	0	0
11400	0	0	0
11528	0	0	0
11552	1	0	1
11568	1	0	1
11576	0	0	0
11664	0	0	0
11696	0	0	0
11784	0	0	0
11856	0	0	0
11912	0	0	0
11960	0	0	0
12000	0	0	0
12024	0	0	0
12032	0	0	0
12040	0	0	0
12064	0	0	0
12064	0	0	0
12080	0	0	0
12112	0	0	0
12208	0	0	0
12272	0	0	0
12280	0	0	0
12288	0	0	0
12392	0	0	0
12448	0	0	0
12464	0	0	0
12472	0	0	0
12616	0	0	0
